Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
"Structural connectivity-based segmentation of the thalamus and prediction of tremor improvement following thalamic deep brain stimulation of the ventral intermediate nucleus.",/pubmed/30318403,"Middlebrooks EH, Tuna IS, Almeida L, Grewal SS, Wong J, Heckman MG, Lesser ER, Bredel M, Foote KD, Okun MS, Holanda VM.",Neuroimage Clin. 2018;20:1266-1273. doi: 10.1016/j.nicl.2018.10.009. Epub 2018 Oct 10.,Neuroimage Clin.  2018,PubMed,citation,PMID:30318403 | PMCID:PMC6308387,pubmed,30318403,create date:2018/10/16 | first author:Middlebrooks EH,
"In-vivo evaluation of neuronal and glial changes in amyotrophic lateral sclerosis with diffusion tensor spectroscopy.",/pubmed/30317156,"Reischauer C, Gutzeit A, Neuwirth C, Fuchs A, Sartoretti-Schefer S, Weber M, Czell D.",Neuroimage Clin. 2018;20:993-1000. doi: 10.1016/j.nicl.2018.10.001. Epub 2018 Oct 3.,Neuroimage Clin.  2018,PubMed,citation,PMID:30317156 | PMCID:PMC6190601,pubmed,30317156,create date:2018/10/15 | first author:Reischauer C,
"Alterations in the connection topology of brain structural networks in Internet gaming addiction.",/pubmed/30310094,"Park CH, Chun JW, Cho H, Kim DJ.",Sci Rep. 2018 Oct 11;8(1):15117. doi: 10.1038/s41598-018-33324-y.,Sci Rep.  2018,PubMed,citation,PMID:30310094 | PMCID:PMC6182010,pubmed,30310094,create date:2018/10/13 | first author:Park CH,
"Latent class analysis of attention and white matter correlation in children with attention-deficit/hyperactivity disorder.",/pubmed/30304132,"Rossi ASU, Moura LM, Miranda MC, Muszkat M, Mello CB, Bueno OFA.",Braz J Med Biol Res. 2018 Oct 4;51(11):e7653. doi: 10.1590/1414-431X20187653.,Braz J Med Biol Res.  2018,PubMed,citation,PMID:30304132 | PMCID:PMC6172928,pubmed,30304132,create date:2018/10/12 | first author:Rossi ASU,
"Linking structural and effective brain connectivity: structurally informed Parametric Empirical Bayes (si-PEB).",/pubmed/30302538,"Sokolov AA, Zeidman P, Erb M, Ryvlin P, Pavlova MA, Friston KJ.",Brain Struct Funct. 2019 Jan;224(1):205-217. doi: 10.1007/s00429-018-1760-8. Epub 2018 Oct 9.,Brain Struct Funct.  2019,PubMed,citation,PMID:30302538 | PMCID:PMC6373362,pubmed,30302538,create date:2018/10/12 | first author:Sokolov AA,
"Altered white matter connectivity in patients with schizophrenia: An investigation using public neuroimaging data from SchizConnect.",/pubmed/30300425,"Joo SW, Yoon W, Shon SH, Kim H, Cha S, Park KJ, Lee J.",PLoS One. 2018 Oct 9;13(10):e0205369. doi: 10.1371/journal.pone.0205369. eCollection 2018.,PLoS One.  2018,PubMed,citation,PMID:30300425 | PMCID:PMC6177186,pubmed,30300425,create date:2018/10/10 | first author:Joo SW,
"Is impaired information processing speed a matter of structural or functional damage in MS?",/pubmed/30278371,"Meijer KA, van Geest Q, Eijlers AJC, Geurts JJG, Schoonheim MM, Hulst HE.",Neuroimage Clin. 2018;20:844-850. doi: 10.1016/j.nicl.2018.09.021. Epub 2018 Sep 26.,Neuroimage Clin.  2018,PubMed,citation,PMID:30278371 | PMCID:PMC6169100,pubmed,30278371,create date:2018/10/03 | first author:Meijer KA,
"White matter microstructure is associated with language in children born very preterm.",/pubmed/30268990,"Mürner-Lavanchy IM, Kelly CE, Reidy N, Doyle LW, Lee KJ, Inder T, Thompson DK, Morgan AT, Anderson PJ.",Neuroimage Clin. 2018;20:808-822. doi: 10.1016/j.nicl.2018.09.020. Epub 2018 Sep 22.,Neuroimage Clin.  2018,PubMed,citation,PMID:30268990 | PMCID:PMC6169247,pubmed,30268990,create date:2018/10/01 | first author:Mürner-Lavanchy IM,
"Abnormal neurite density and orientation dispersion in unilateral temporal lobe epilepsy detected by advanced diffusion imaging.",/pubmed/30268026,"Sone D, Sato N, Ota M, Maikusa N, Kimura Y, Matsuda H.",Neuroimage Clin. 2018;20:772-782. doi: 10.1016/j.nicl.2018.09.017. Epub 2018 Sep 23.,Neuroimage Clin.  2018,PubMed,citation,PMID:30268026 | PMCID:PMC6169249,pubmed,30268026,create date:2018/09/30 | first author:Sone D,
"Types of naming errors in chronic post-stroke aphasia are dissociated by dual stream axonal loss.",/pubmed/30254222,"McKinnon ET, Fridriksson J, Basilakos A, Hickok G, Hillis AE, Spampinato MV, Gleichgerrcht E, Rorden C, Jensen JH, Helpern JA, Bonilha L.",Sci Rep. 2018 Sep 25;8(1):14352. doi: 10.1038/s41598-018-32457-4.,Sci Rep.  2018,PubMed,citation,PMID:30254222 | PMCID:PMC6156587,pubmed,30254222,create date:2018/09/27 | first author:McKinnon ET,
"Comparison of fluctuations in global network topology of modeled and empirical brain functional connectivity.",/pubmed/30252835,"Fukushima M, Sporns O.",PLoS Comput Biol. 2018 Sep 25;14(9):e1006497. doi: 10.1371/journal.pcbi.1006497. eCollection 2018 Sep.,PLoS Comput Biol.  2018,PubMed,citation,PMID:30252835 | PMCID:PMC6173440,pubmed,30252835,create date:2018/09/27 | first author:Fukushima M,
"White matter diffusion alterations precede symptom onset in autosomal dominant Alzheimer's disease.",/pubmed/30239611,"Araque Caballero MÁ, Suárez-Calvet M, Duering M, Franzmeier N, Benzinger T, Fagan AM, Bateman RJ, Jack CR, Levin J, Dichgans M, Jucker M, Karch C, Masters CL, Morris JC, Weiner M, Rossor M, Fox NC, Lee JH, Salloway S, Danek A, Goate A, Yakushev I, et al.",Brain. 2018 Oct 1;141(10):3065-3080. doi: 10.1093/brain/awy229.,Brain.  2018,PubMed,citation,PMID:30239611 | PMCID:PMC6158739,pubmed,30239611,create date:2018/09/22 | first author:Araque Caballero MÁ,
"Impaired white matter integrity between premotor cortex and basal ganglia in writer's cramp.",/pubmed/30239158,"Berndt M, Li Y, Gora-Stahlberg G, Jochim A, Haslinger B.",Brain Behav. 2018 Oct;8(10):e01111. doi: 10.1002/brb3.1111. Epub 2018 Sep 21.,Brain Behav.  2018,PubMed,citation,PMID:30239158 | PMCID:PMC6192408,pubmed,30239158,create date:2018/09/22 | first author:Berndt M,
"Characterization of relapsing-remitting multiple sclerosis patients using support vector machine classifications of functional and diffusion MRI data.",/pubmed/30238916,"Zurita M, Montalba C, Labbé T, Cruz JP, Dalboni da Rocha J, Tejos C, Ciampi E, Cárcamo C, Sitaram R, Uribe S.",Neuroimage Clin. 2018;20:724-730. doi: 10.1016/j.nicl.2018.09.002. Epub 2018 Sep 4.,Neuroimage Clin.  2018,PubMed,citation,PMID:30238916 | PMCID:PMC6148733,pubmed,30238916,create date:2018/09/22 | first author:Zurita M,
"Multi-unit relations among neural, self-report, and behavioral correlates of emotion regulation in comorbid depression and obesity.",/pubmed/30232351,"Pines AR, Sacchet MD, Kullar M, Ma J, Williams LM.",Sci Rep. 2018 Sep 19;8(1):14032. doi: 10.1038/s41598-018-32394-2.,Sci Rep.  2018,PubMed,citation,PMID:30232351 | PMCID:PMC6145883,pubmed,30232351,create date:2018/09/21 | first author:Pines AR,
"Metronidazole-induced encephalopathy in a patient with pyogenic spondylitis: a case report.",/pubmed/30223809,"Mizuta K, Sonohata M, Nozaki O, Kobatake T, Nakayama D, Morimoto T, Mawatari M.",BMC Musculoskelet Disord. 2018 Sep 18;19(1):336. doi: 10.1186/s12891-018-2255-8.,BMC Musculoskelet Disord.  2018,PubMed,citation,PMID:30223809 | PMCID:PMC6142345,pubmed,30223809,create date:2018/09/19 | first author:Mizuta K,
"Apparent diffusion coefficient as an effective index for the therapeutic efficiency of brain chemoradiotherapy for brain metastases from lung cancer.",/pubmed/30223786,"Liu K, Ma Z, Feng L.",BMC Med Imaging. 2018 Sep 17;18(1):30. doi: 10.1186/s12880-018-0275-3.,BMC Med Imaging.  2018,PubMed,citation,PMID:30223786 | PMCID:PMC6142399,pubmed,30223786,create date:2018/09/19 | first author:Liu K,
"Early changes in white matter predict intellectual outcome in children treated for posterior fossa tumors.",/pubmed/30219617,"Partanen M, Bouffet E, Laughlin S, Strother D, Hukin J, Skocic J, Szulc-Lerch K, Mabbott DJ.",Neuroimage Clin. 2018;20:697-704. doi: 10.1016/j.nicl.2018.09.005. Epub 2018 Sep 6.,Neuroimage Clin.  2018,PubMed,citation,PMID:30219617 | PMCID:PMC6139996,pubmed,30219617,create date:2018/09/17 | first author:Partanen M,
"Towards patient-specific modeling of brain tumor growth and formation of secondary nodes guided by DTI-MRI.",/pubmed/30211003,"Angeli S, Emblem KE, Due-Tonnessen P, Stylianopoulos T.",Neuroimage Clin. 2018 Aug 31;20:664-673. doi: 10.1016/j.nicl.2018.08.032. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30211003 | PMCID:PMC6134360,pubmed,30211003,create date:2018/09/14 | first author:Angeli S,
"Joint approach of diffusion- and perfusion-weighted MRI in intra-axial mass like lesions in clinical practice simulation.",/pubmed/30192785,"Yoon RG, Kim HS, Hong GS, Park JE, Jung SC, Kim SJ, Kim JH.",PLoS One. 2018 Sep 7;13(9):e0202891. doi: 10.1371/journal.pone.0202891. eCollection 2018.,PLoS One.  2018,PubMed,citation,PMID:30192785 | PMCID:PMC6128539,pubmed,30192785,create date:2018/09/08 | first author:Yoon RG,
"Opposite development of short- and long-range anterior cingulate pathways in autism.",/pubmed/30191402,"Zikopoulos B, Liu X, Tepe J, Trutzer I, John YJ, Barbas H.",Acta Neuropathol. 2018 Nov;136(5):759-778. doi: 10.1007/s00401-018-1904-1. Epub 2018 Sep 6.,Acta Neuropathol.  2018,PubMed,citation,PMID:30191402 | PMCID:PMC6208731,pubmed,30191402,create date:2018/09/08 | first author:Zikopoulos B,
"Callosal and subcortical white matter alterations in schizophrenia: A diffusion tensor imaging study at multiple levels.",/pubmed/30186763,"Zhao W, Guo S, He N, Yang AC, Lin CP, Tsai SJ.",Neuroimage Clin. 2018 Aug 24;20:594-602. doi: 10.1016/j.nicl.2018.08.027. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30186763 | PMCID:PMC6120601,pubmed,30186763,create date:2018/09/07 | first author:Zhao W,
"Tractography-assisted deep brain stimulation of the superolateral branch of the medial forebrain bundle (slMFB DBS) in major depression.",/pubmed/30186762,"Coenen VA, Sajonz B, Reisert M, Bostroem J, Bewernick B, Urbach H, Jenkner C, Reinacher PC, Schlaepfer TE, Mädler B.",Neuroimage Clin. 2018 Aug 14;20:580-593. doi: 10.1016/j.nicl.2018.08.020. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30186762 | PMCID:PMC6120598,pubmed,30186762,create date:2018/09/07 | first author:Coenen VA,
"Validation of diffusion tensor imaging measures of nigrostriatal neurons in macaques.",/pubmed/30183721,"Shimony JS, Rutlin J, Karimi M, Tian L, Snyder AZ, Loftin SK, Norris SA, Perlmutter JS.",PLoS One. 2018 Sep 5;13(9):e0202201. doi: 10.1371/journal.pone.0202201. eCollection 2018.,PLoS One.  2018,PubMed,citation,PMID:30183721 | PMCID:PMC6124722,pubmed,30183721,create date:2018/09/06 | first author:Shimony JS,
"N-acetylcysteine as add-on to antidepressant medication in therapy refractory major depressive disorder patients with increased inflammatory activity: study protocol of a double-blind randomized placebo-controlled trial.",/pubmed/30176835,"Yang C, Bosker FJ, Li J, Schoevers RA.",BMC Psychiatry. 2018 Sep 4;18(1):279. doi: 10.1186/s12888-018-1845-1.,BMC Psychiatry.  2018,PubMed,citation,PMID:30176835 | PMCID:PMC6122706,pubmed,30176835,create date:2018/09/05 | first author:Yang C,
"Targeting Neuronal Fiber Tracts for Deep Brain Stimulation Therapy Using Interactive, Patient-Specific Models.",/pubmed/30148495,"Janson AP, Butson CR.",J Vis Exp. 2018 Aug 12;(138). doi: 10.3791/57292.,J Vis Exp.  2018,PubMed,citation,PMID:30148495 | PMCID:PMC6126786,pubmed,30148495,create date:2018/08/28 | first author:Janson AP,
"White matter network topology relates to cognitive flexibility and cumulative neurological risk in adult survivors of pediatric brain tumors.",/pubmed/30148064,"Na S, Li L, Crosson B, Dotson V, MacDonald TJ, Mao H, King TZ.",Neuroimage Clin. 2018 Aug 10;20:485-497. doi: 10.1016/j.nicl.2018.08.015. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30148064 | PMCID:PMC6105768,pubmed,30148064,create date:2018/08/28 | first author:Na S,
"Establishing the cognitive signature of human brain networks derived from structural and functional connectivity.",/pubmed/30120553,"Jung J, Visser M, Binney RJ, Lambon Ralph MA.",Brain Struct Funct. 2018 Dec;223(9):4023-4038. doi: 10.1007/s00429-018-1734-x. Epub 2018 Aug 17.,Brain Struct Funct.  2018,PubMed,citation,PMID:30120553 | PMCID:PMC6267264,pubmed,30120553,create date:2018/08/19 | first author:Jung J,
"Zero-shot fMRI decoding with three-dimensional registration based on diffusion tensor imaging.",/pubmed/30120378,"Fuchigami T, Shikauchi Y, Nakae K, Shikauchi M, Ogawa T, Ishii S.",Sci Rep. 2018 Aug 17;8(1):12342. doi: 10.1038/s41598-018-30676-3.,Sci Rep.  2018,PubMed,citation,PMID:30120378 | PMCID:PMC6098116,pubmed,30120378,create date:2018/08/19 | first author:Fuchigami T,
"Cognitive decline and white matter changes in mesial temporal lobe epilepsy.",/pubmed/30113469,"Xu SW, Xi JH, Lin C, Wang XY, Fu LY, Kralik SF, Chen ZQ.",Medicine (Baltimore). 2018 Aug;97(33):e11803. doi: 10.1097/MD.0000000000011803.,Medicine (Baltimore).  2018,PubMed,citation,PMID:30113469 | PMCID:PMC6113048,pubmed,30113469,create date:2018/08/17 | first author:Xu SW,
"Integrated imaging of [(11)C]-PBR28 PET, MR diffusion and magnetic resonance spectroscopy (1)H-MRS in amyotrophic lateral sclerosis.",/pubmed/30112276,"Ratai EM, Alshikho MJ, Zürcher NR, Loggia ML, Cebulla CL, Cernasov P, Reynolds B, Fish J, Seth R, Babu S, Paganoni S, Hooker JM, Atassi N.",Neuroimage Clin. 2018 Aug 9;20:357-364. doi: 10.1016/j.nicl.2018.08.007. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30112276 | PMCID:PMC6092554,pubmed,30112276,create date:2018/08/17 | first author:Ratai EM,
"Microstructural White Matter Abnormalities in the Dorsal Cingulum of Adolescents with IBS.",/pubmed/30109260,"Hubbard CS, Becerra L, Heinz N, Ludwick A, Rasooly T, Yendiki A, Wu R, Schechter NL, Nurko S, Borsook D.",eNeuro. 2018 Aug 14;5(4). pii: ENEURO.0354-17.2018. doi: 10.1523/ENEURO.0354-17.2018. eCollection 2018 Jul-Aug.,eNeuro.  2018,PubMed,citation,PMID:30109260 | PMCID:PMC6090517,pubmed,30109260,create date:2018/08/16 | first author:Hubbard CS,
"Increased efficiency of brain connectivity networks in veterans with suicide attempts.",/pubmed/30105203,"Hwang J, Legarreta M, Bueler CE, DiMuzio J, McGlade E, Lyoo IK, Yurgelun-Todd D.",Neuroimage Clin. 2018 Apr 23;20:318-326. doi: 10.1016/j.nicl.2018.04.021. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30105203 | PMCID:PMC6086217,pubmed,30105203,create date:2018/08/15 | first author:Hwang J,
"Structural and functional brain imaging in acute HIV.",/pubmed/30101063,"Samboju V, Philippi CL, Chan P, Cobigo Y, Fletcher JLK, Robb M, Hellmuth J, Benjapornpong K, Dumrongpisutikul N, Pothisri M, Paul R, Ananworanich J, Spudich S, Valcour V; SEARCH 010/RV254.; RV304 protocol teams..",Neuroimage Clin. 2018 Jul 27;20:327-335. doi: 10.1016/j.nicl.2018.07.024. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30101063 | PMCID:PMC6082997,pubmed,30101063,create date:2018/08/14 | first author:Samboju V,
"Subdivisions of the posteromedial cortex in disorders of consciousness.",/pubmed/30094174,"Cui Y, Song M, Lipnicki DM, Yang Y, Ye C, Fan L, Sui J, Jiang T, He J.",Neuroimage Clin. 2018 Jul 26;20:260-266. doi: 10.1016/j.nicl.2018.07.025. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30094174 | PMCID:PMC6072968,pubmed,30094174,create date:2018/08/11 | first author:Cui Y,
"Magnetic resonance markers of tissue damage related to connectivity disruption in multiple sclerosis.",/pubmed/30094165,"Solana E, Martinez-Heras E, Martinez-Lapiscina EH, Sepulveda M, Sola-Valls N, Bargalló N, Berenguer J, Blanco Y, Andorra M, Pulido-Valdeolivas I, Zubizarreta I, Saiz A, Llufriu S.",Neuroimage Clin. 2018 Jul 12;20:161-168. doi: 10.1016/j.nicl.2018.07.012. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30094165 | PMCID:PMC6072676,pubmed,30094165,create date:2018/08/11 | first author:Solana E,
"Disease-related patterns of in vivo pathology in Corticobasal syndrome.",/pubmed/30090966,"Niccolini F, Wilson H, Hirschbichler S, Yousaf T, Pagano G, Whittington A, Caminiti SP, Erro R, Holton JL, Jaunmuktane Z, Esposito M, Martino D, Abdul A, Passchier J, Rabiner EA, Gunn RN, Bhatia KP, Politis M; Alzheimer’s Disease Neuroimaging Initiative..",Eur J Nucl Med Mol Imaging. 2018 Dec;45(13):2413-2425. doi: 10.1007/s00259-018-4104-2. Epub 2018 Aug 8.,Eur J Nucl Med Mol Imaging.  2018,PubMed,citation,PMID:30090966 | PMCID:PMC6208819,pubmed,30090966,create date:2018/08/10 | first author:Niccolini F,
"Brain tissue pulsatility is related to clinical features of Parkinson's disease.",/pubmed/30090696,"Shirzadi Z, Robertson AD, Metcalfe AW, Duff-Canning S, Marras C, Lang AE, Masellis M, MacIntosh BJ.",Neuroimage Clin. 2018 Jul 23;20:222-227. doi: 10.1016/j.nicl.2018.07.017. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:30090696 | PMCID:PMC6079564,pubmed,30090696,create date:2018/08/10 | first author:Shirzadi Z,
"Evaluation of patients with relapsing-remitting multiple sclerosis using tract-based spatial statistics analysis: diffusion kurtosis imaging.",/pubmed/30086721,"Li HQ, Yin B, Quan C, Geng DY, Yu H, Bao YF, Liu J, Li YX.",BMC Neurol. 2018 Aug 7;18(1):108. doi: 10.1186/s12883-018-1108-2.,BMC Neurol.  2018,PubMed,citation,PMID:30086721 | PMCID:PMC6080417,pubmed,30086721,create date:2018/08/09 | first author:Li HQ,
"Sustained disconnection in sensorimotor pathways results in poor motor function outcome in a term infant after severe white matter injury: A case report.",/pubmed/30075529,"Son S, Kang SH, Lee NM, Kim DK, Seo KM, Ro HJ.",Medicine (Baltimore). 2018 Aug;97(31):e11585. doi: 10.1097/MD.0000000000011585.,Medicine (Baltimore).  2018,PubMed,citation,PMID:30075529 | PMCID:PMC6081164,pubmed,30075529,create date:2018/08/05 | first author:Son S,
"Multimodal neuromarkers in schizophrenia via cognition-guided MRI fusion.",/pubmed/30072715,"Sui J, Qi S, van Erp TGM, Bustillo J, Jiang R, Lin D, Turner JA, Damaraju E, Mayer AR, Cui Y, Fu Z, Du Y, Chen J, Potkin SG, Preda A, Mathalon DH, Ford JM, Voyvodic J, Mueller BA, Belger A, McEwen SC, O'Leary DS, et al.",Nat Commun. 2018 Aug 2;9(1):3028. doi: 10.1038/s41467-018-05432-w.,Nat Commun.  2018,PubMed,citation,PMID:30072715 | PMCID:PMC6072778,pubmed,30072715,create date:2018/08/04 | first author:Sui J,
"Long-term stability and computational analysis of migration patterns of L-MYC immortalized neural stem cells in the brain.",/pubmed/30071048,"Rockne RC, Adhikarla V, Tsaturyan L, Li Z, Masihi MB, Aboody KS, Barish ME, Gutova M.",PLoS One. 2018 Aug 2;13(8):e0199967. doi: 10.1371/journal.pone.0199967. eCollection 2018.,PLoS One.  2018,PubMed,citation,PMID:30071048 | PMCID:PMC6071994,pubmed,30071048,create date:2018/08/03 | first author:Rockne RC,
"Reproducibility of structural brain connectivity and network metrics using probabilistic diffusion tractography.",/pubmed/30068926,"Tsai SY.",Sci Rep. 2018 Aug 1;8(1):11562. doi: 10.1038/s41598-018-29943-0.,Sci Rep.  2018,PubMed,citation,PMID:30068926 | PMCID:PMC6070542,pubmed,30068926,create date:2018/08/03 | first author:Tsai SY,
"Discovering the sense of touch: protocol for a randomised controlled trial examining the efficacy of a somatosensory discrimination intervention for children with hemiplegic cerebral palsy.",/pubmed/30064388,"McLean B, Blakeman M, Carey L, Ward R, Novak I, Valentine J, Blair E, Taylor S, Bear N, Bynevelt M, Basc E, Rose S, Reid L, Pannek K, Angeli J, Harpster K, Elliott C.",BMC Pediatr. 2018 Jul 31;18(1):252. doi: 10.1186/s12887-018-1217-5.,BMC Pediatr.  2018,PubMed,citation,PMID:30064388 | PMCID:PMC6069953,pubmed,30064388,create date:2018/08/02 | first author:McLean B,
